0.666016 0.229492 0.0185547 0.0576172 0.0615234 
0.0419922 0.799805 0.00390625 0.129883 0.114258 
0.202148 0.276367 0.666016 0.00292969 0.000976562 
0.00195312 0.00292969 1 0 0 
0.0244141 0.0117188 1 0 0 
0.223633 0.223633 0.571289 0.00585938 0.00195312 
0.173828 0.571289 0.104492 0.126953 0.119141 
1 0.0869141 0.0244141 0.0458984 0.0429688 
0.0527344 0.571289 0.0175781 0.196289 0.208984 
0 0 0.00390625 1 0.0078125 
0.03125 0.571289 0.0273438 0.25293 0.143555 
0.12207 0.166992 0.0947266 0.292969 0.333008 
0 0.000976562 0.00390625 1 0.00488281 
0.0136719 0.0410156 0.0986328 0.00488281 1 
0.0927734 0.0429688 1 0 0 
1 0.0185547 0.0429688 0 0 
0 0.00292969 0.0136719 1 0.00976562 
0.00195312 0.00683594 0.00390625 0.0380859 1 
0.00195312 0.0126953 0.0146484 0.0107422 1 
0.399414 0.331055 0.0283203 0.15625 0.15625 
0.00390625 0.00488281 1 0 0 
0.0478516 0.666016 0.00488281 0.157227 0.138672 
0.345703 0.444336 0.0214844 0.119141 0.111328 
0.0908203 0.363281 0.282227 0.0185547 0.265625 
0.25293 0.571289 0.0214844 0.111328 0.119141 
0 0.00195312 0.0107422 1 0.00390625 
0.666016 0.244141 0.0693359 0.0654297 0.0654297 
0.0732422 0.399414 0.0537109 0.291992 0.200195 
0.0244141 0.0380859 1 0 0 
0.133789 0.5 0.0263672 0.195312 0.195312 
0.157227 0.666016 0.0341797 0.108398 0.0888672 
0.0263672 1 0.00292969 0.0986328 0.104492 
0.00488281 0.03125 0.0820312 1 0.0380859 
0.00683594 0.0078125 1 0 0 
0.138672 0.666016 0.0117188 0.101562 0.0888672 
0.0126953 0.00292969 0.0947266 0.799805 0.275391 
0.0576172 0.313477 0.666016 0.000976562 0.00390625 
0.352539 0.242188 0.399414 0.0117188 0.0263672 
0.0224609 0.799805 0.00292969 0.12207 0.129883 
0.000976562 0.000976562 0.0214844 1 0.00878906 
0.101562 0.666016 0.313477 0.00292969 0.00683594 
0 0.00390625 0 0.00292969 1 
0 0 0.00488281 1 0.00390625 
0.114258 0.244141 0.666016 0.00195312 0 
1 0.0410156 0.0078125 0.0078125 0.00976562 
0.00292969 0.0078125 1 0 0 
0.0283203 0.799805 0.00292969 0.0947266 0.0888672 
0.189453 0.0830078 0.0263672 0.799805 0.0605469 
0.157227 0.666016 0.0136719 0.108398 0.108398 
0.0439453 0.799805 0.00390625 0.107422 0.114258 
1 0.0341797 0.0117188 0.00878906 0.0107422 
0.00195312 0.00683594 0.0927734 1 0.0673828 
0.444336 0.391602 0.03125 0.104492 0.104492 
0.133789 0.125977 0.22168 0.133789 0.5 
0.799805 0.15625 0.0205078 0.0576172 0.0576172 
1 0.0634766 0.0244141 0.0126953 0.0175781 
0.25293 0.163086 0.0927734 0.444336 0.104492 
0.0947266 0.333008 0.0507812 0.292969 0.292969 
0.286133 0.571289 0.0136719 0.119141 0.111328 
0.0117188 0.0117188 1 0 0 
0.239258 0.186523 0.0566406 0.253906 0.307617 
0.799805 0.129883 0.0146484 0.0341797 0.0322266 
0.196289 0.571289 0.015625 0.126953 0.119141 
1 0.0458984 0.00976562 0.0126953 0.0146484 
0.414062 0.5 0.0361328 0.0634766 0.0556641 
0.00195312 0.0380859 0.00292969 0.00195312 1 
0.799805 0.189453 0.00878906 0.0263672 0.0283203 
0.0458984 0.571289 0.0595703 0.286133 0.163086 
0.0361328 0.0117188 1 0 0 
0.0527344 0.0488281 0.0361328 1 0.0761719 
0.666016 0.101562 0.0576172 0.00488281 0.294922 
0.00488281 0.015625 0.25293 0.286133 0.571289 
0.00390625 0.00585938 1 0 0 
0.0175781 1 0.00195312 0.0927734 0.0927734 
0.0078125 0.0214844 1 0.00292969 0.000976562 
0 0.00292969 0.0107422 0 1 
0.138672 0.666016 0.0107422 0.0947266 0.0947266 
0.213867 0.078125 0.799805 0 0 
0.000976562 0.00390625 1 0.000976562 0 
0.0136719 0.0117188 0.0595703 1 0.0380859 
0.126953 0.571289 0.03125 0.134766 0.143555 
0.266602 0.25 0.0712891 0.234375 0.182617 
0 0.00488281 0.000976562 0 1 
0.0380859 0.142578 0.142578 0.5 0.28418 
0.0283203 0.799805 0.00292969 0.12207 0.12207 
0.00292969 0.0273438 0.0634766 0.571289 0.416992 
1 0.0429688 0.0117188 0.0078125 0.00976562 
0.000976562 0.0205078 0.00292969 0.000976562 1 
0.0263672 0.799805 0.00195312 0.0888672 0.0888672 
0.0888672 0.666016 0.00683594 0.129883 0.108398 
0 0 0.00585938 1 0.00683594 
0.0576172 0.799805 0.00878906 0.137695 0.15625 
0.00390625 0.0361328 0.0263672 1 0.03125 
0.00292969 0.015625 0.0458984 1 0.0429688 
0.0576172 0.114258 0.799805 0.00683594 0.0947266 
0.235352 0.302734 0.5 0.0117188 0.0136719 
1 0.0869141 0.0595703 0.0263672 0.0166016 
0.0263672 0.0078125 0.0292969 0.0722656 1 
0.000976562 0.00488281 0.0117188 0.000976562 1 
0.388672 0.118164 0.5 0 0 
0.202148 0.666016 0.0419922 0.101562 0.0947266 
0.799805 0.201172 0.0244141 0.0576172 0.0605469 
1 0.0380859 0.00976562 0.00683594 0.0078125 
0.00195312 0.00195312 0.00390625 0.015625 1 
0.0224609 0.799805 0.00195312 0.100586 0.100586 
0.0205078 0.799805 0.00292969 0.107422 0.12207 
0.00488281 0.0175781 1 0 0 
0.0126953 0.0283203 1 0 0 
1 0.00292969 0.000976562 0 0 
1 0.0556641 0.119141 0.0117188 0.015625 
1 0.111328 0.00976562 0.0244141 0.0263672 
0.00292969 0.0224609 0.0302734 0.799805 0.3125 
0.189453 0.799805 0.0185547 0.0166016 0.0166016 
0.147461 0.666016 0.0126953 0.0888672 0.0839844 
0.0410156 0.0185547 1 0 0 
1 0.134766 0.00488281 0.00292969 0.00683594 
0 0 0.00488281 0 1 
0.202148 0.666016 0.0107422 0.0732422 0.0693359 
0.0117188 0.0458984 0.0361328 1 0.0722656 
0.046875 0.0654297 0.799805 0 0.12207 
0.345703 0.444336 0.0107422 0.134766 0.134766 
0 0.00976562 0.00292969 0.00292969 1 
0 0.00195312 0.03125 1 0.0107422 
0 0.0078125 0.0205078 1 0.0380859 
0 0.00195312 0.00976562 1 0.00683594 
0.0214844 0.104492 1 0.00390625 0.000976562 
0.235352 0.5 0.03125 0.111328 0.133789 
0.0078125 0.00585938 1 0 0 
1 0.0341797 0.0244141 0.0117188 0.0488281 
1 0.111328 0.0527344 0.0185547 0.0117188 
0.00488281 0.0117188 0.0556641 0.00292969 1 
0 0.00488281 0.0117188 0.000976562 1 
0.000976562 0.00488281 0.0078125 1 0.0078125 
0.0205078 1 0.00292969 0.0986328 0.111328 
0.00292969 0.00683594 0.00488281 0 1 
0.134766 0.571289 0.0166016 0.143555 0.134766 
0.00585938 0.0175781 1 0.0595703 0.0292969 
0.25 0.234375 0.234375 0.133789 0.151367 
0.15625 0.0947266 0.799805 0 0 
0.666016 0.356445 0.0302734 0.0478516 0.0478516 
0.104492 0.25293 0.0673828 0.571289 0.134766 
0.143555 0.444336 0.0263672 0.196289 0.196289 
1 0.0361328 0.0263672 0.000976562 0.00488281 
0.799805 0.129883 0.0439453 0.078125 0.0947266 
0.0244141 0.157227 0.0576172 0.666016 0.202148 
0 0.00195312 0.00683594 1 0.00683594 
0.0732422 0.799805 0.0947266 0.0576172 0.0498047 
0 0.00292969 0 0 1 
0 0.00195312 0.0205078 1 0.0146484 
0.000976562 0.00390625 1 0 0 
0 0.00390625 0.03125 1 0.00683594 
1 0.0556641 0.00585938 0.0107422 0.00878906 
0 0.000976562 0.00976562 1 0.0136719 
0.0488281 0.0380859 1 0.00195312 0 
0 0.000976562 0.015625 1 0.00292969 
0.399414 0.213867 0.15625 0.176758 0.114258 
0.799805 0.0654297 0.0322266 0.0283203 0.0947266 
0 0.00390625 0.00390625 0 1 
1 0.0234375 0.0205078 0 0.00195312 
0.00976562 0.0283203 0.0869141 1 0.0341797 
0.0224609 0.799805 0.00292969 0.0947266 0.100586 
0 0 0.0185547 1 0.00585938 
0.00488281 0.00390625 0.00488281 0 1 
0.00195312 0.00585938 0.00195312 0 1 
0.0117188 0.0263672 1 0.0634766 0.0595703 
0.0380859 0.0234375 1 0 0 
0.571289 0.196289 0.305664 0.00585938 0.00683594 
0.000976562 0.00878906 0.0263672 1 0.0146484 
0.266602 0.171875 0.142578 0.220703 0.25 
0.799805 0.243164 0.0361328 0.0283203 0.0322266 
0.0693359 0.3125 0.0205078 0.333008 0.3125 
0.444336 0.25293 0.286133 0.0292969 0.03125 
0.000976562 0.0244141 0.00195312 0.000976562 1 
0.000976562 0.00390625 1 0 0 
0.00195312 0.00585938 0.0126953 1 0.0136719 
